Cell ID,,Timepoint, ,Position,  ,Displacement Vector,   ,Distance Traveled,    ,Volume,     ,Surface Area,      
,,2.0,,"(-204.7, 3.9, 90.9)",,"(-8.3, 14.2, -3.8)",,16.9,,5496.0,,1750.8,
,,3.0,,"(-206.8, 0.2, 90.9)",,"(-2.1, -3.7, 0.0)",,4.3,,6710.0,,2029.8,
,,4.0,,"(-209.4, 5.1, 90.9)",,"(-2.6, 4.9, 0.0)",,5.6,,6479.0,,2043.4,
,,5.0,,"(-213.2, 3.7, 87.1)",,"(-3.8, -1.4, -3.8)",,5.5,,3330.3,,1369.3,
,,6.0,,"(-217.6, -0.7, 87.1)",,"(-4.4, -4.5, 0.0)",,6.3,,3719.4,,1381.8,
,,7.0,,"(-214.6, -2.0, 83.3)",,"(3.0, -1.2, -3.8)",,5.0,,4720.6,,1656.8,
,,8.0,,"(-218.3, 2.7, 87.1)",,"(-3.7, 4.6, 3.8)",,7.1,,5577.7,,1842.0,
,,9.0,,"(-216.7, 10.7, 90.9)",,"(1.6, 8.0, 3.8)",,9.0,,6673.1,,2134.2,
,,10.0,,"(-217.7, 16.2, 90.9)",,"(-1.0, 5.6, 0.0)",,5.7,,4956.3,,1707.7,
,,11.0,,"(-216.0, 12.1, 90.9)",,"(1.7, -4.1, 0.0)",,4.5,,5544.5,,1787.7,
,,12.0,,"(-218.2, 8.1, 90.9)",,"(-2.2, -4.1, 0.0)",,4.6,,6235.9,,2004.4,
,,13.0,,"(-219.7, 9.0, 90.9)",,"(-1.5, 0.9, 0.0)",,1.8,,8487.8,,2412.6,
,,14.0,,"(-220.1, 6.5, 90.9)",,"(-0.4, -2.5, 0.0)",,2.5,,6706.4,,2035.0,
,,15.0,,"(-220.6, 1.4, 90.9)",,"(-0.5, -5.1, 0.0)",,5.2,,5603.0,,1892.6,
,,16.0,,"(-221.0, -6.7, 83.3)",,"(-0.4, -8.1, -7.6)",,11.1,,5416.7,,1792.0,
,,17.0,,"(-225.6, -16.6, 83.3)",,"(-4.7, -9.8, 0.0)",,10.9,,6977.9,,2119.3,
,,18.0,,"(-226.7, -20.0, 83.3)",,"(-1.0, -3.5, 0.0)",,3.6,,6020.4,,1888.1,
,,19.0,,"(-228.1, -15.0, 83.3)",,"(-1.4, 5.1, 0.0)",,5.3,,-8001.7,,2398.4,
,,20.0,,"(-230.2, -17.0, 83.3)",,"(-2.1, -2.0, 0.0)",,3.0,,7819.5,,2304.3,
,,21.0,,"(-231.7, -14.7, 83.3)",,"(-1.4, 2.3, 0.0)",,2.7,,5700.4,,1854.0,
,,22.0,,"(-231.8, -16.0, 79.5)",,"(-0.2, -1.2, -3.8)",,4.0,,4450.9,,1503.2,
,,23.0,,"(-236.2, -9.5, 83.3)",,"(-4.4, 6.4, 3.8)",,8.7,,5525.9,,1910.5,
"22_(100, 0, 50)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-201.3, 55.5, 34.1)",,,,,,9438.9,,2548.5,
,,1.0,,"(-206.5, 52.5, 34.1)",,"(-5.2, -3.0, 0.0)",,6.0,,8861.7,,2433.5,
,,2.0,,"(-206.9, 46.4, 30.3)",,"(-0.4, -6.0, -3.8)",,7.1,,7340.8,,2057.0,
,,3.0,,"(-210.1, 41.5, 30.3)",,"(-3.2, -5.0, 0.0)",,5.9,,7909.1,,2285.5,
,,4.0,,"(-214.1, 31.4, 30.3)",,"(-4.0, -10.1, 0.0)",,10.9,,8141.9,,2281.9,
,,5.0,,"(-218.7, 31.7, 30.3)",,"(-4.5, 0.4, 0.0)",,4.6,,8798.3,,2424.7,
,,6.0,,"(-223.0, 19.8, 30.3)",,"(-4.3, -12.0, 0.0)",,12.7,,11310.2,,2947.7,
,,7.0,,"(-220.6, 27.5, 30.3)",,"(2.4, 7.7, 0.0)",,8.1,,12150.2,,3151.4,
,,8.0,,"(-220.7, 26.5, 30.3)",,"(-0.1, -1.0, 0.0)",,1.0,,10797.7,,2951.3,
,,9.0,,"(-224.3, 8.9, 30.3)",,"(-3.7, -17.7, 0.0)",,18.0,,9144.4,,2418.6,
,,10.0,,"(-224.8, 3.1, 30.3)",,"(-0.5, -5.8, 0.0)",,5.8,,10666.9,,2695.2,
,,11.0,,"(-225.6, 1.5, 30.3)",,"(-0.8, -1.5, 0.0)",,1.7,,9011.0,,2362.3,
,,12.0,,"(-232.7, -20.4, 30.3)",,"(-7.1, -21.9, 0.0)",,23.0,,4201.1,,1349.0,
,,13.0,,"(-227.6, -14.4, 22.7)",,"(5.1, 6.0, -7.6)",,10.9,,4826.1,,1445.4,
,,14.0,,"(-225.9, -22.4, 22.7)",,"(1.7, -8.0, 0.0)",,8.2,,5620.4,,1623.3,
,,15.0,,"(-229.2, -23.7, 22.7)",,"(-3.3, -1.3, 0.0)",,3.5,,4675.0,,1435.0,
,,16.0,,"(-227.9, -22.8, 22.7)",,"(1.2, 0.9, 0.0)",,1.6,,4640.3,,1450.5,
,,17.0,,"(-231.6, -25.2, 22.7)",,"(-3.7, -2.4, 0.0)",,4.4,,4860.8,,1491.8,
,,18.0,,"(-229.9, -28.3, 22.7)",,"(1.7, -3.1, 0.0)",,3.6,,5950.9,,1669.5,
,,19.0,,"(-230.7, -26.8, 22.7)",,"(-0.8, 1.5, 0.0)",,1.7,,5835.6,,1641.7,
,,20.0,,"(-232.4, -23.9, 22.7)",,"(-1.7, 2.9, 0.0)",,3.4,,6918.6,,1857.1,
,,21.0,,"(-229.0, -25.4, 22.7)",,"(3.3, -1.5, 0.0)",,3.7,,5910.0,,1664.7,
,,22.0,,"(-229.2, -25.7, 22.7)",,"(-0.1, -0.3, 0.0)",,0.4,,6674.0,,1869.0,
,,23.0,,"(-230.8, -30.2, 22.7)",,"(-1.7, -4.5, 0.0)",,4.8,,6657.3,,1809.1,
"23_(100, 0, 50)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,"(-217.5, 31.1, 34.1)",,,,,,2068.5,,815.5,
,,13.0,,"(-226.1, 19.1, 26.5)",,"(-8.6, -12.0, -7.6)",,16.6,,3954.0,,1318.8,
,,14.0,,"(-227.3, 16.8, 22.7)",,"(-1.1, -2.3, -3.8)",,4.6,,6093.9,,1760.7,
,,15.0,,"(-226.9, 20.0, 22.7)",,"(0.3, 3.2, 0.0)",,3.2,,6355.6,,1783.6,
,,16.0,,"(-225.9, 24.6, 22.7)",,"(1.0, 4.7, 0.0)",,4.8,,5425.4,,1641.5,
,,17.0,,"(-233.1, 19.2, 22.7)",,"(-7.2, -5.5, 0.0)",,9.1,,7660.7,,2155.1,
,,18.0,,"(-236.9, 12.5, 18.9)",,"(-3.8, -6.7, -3.8)",,8.6,,6584.8,,2021.7,
,,19.0,,"(-232.1, 32.0, 22.7)",,"(4.8, 19.5, 3.8)",,20.4,,7358.7,,2014.3,
,,20.0,,"(-229.8, 42.2, 22.7)",,"(2.3, 10.2, 0.0)",,10.5,,7072.4,,1904.6,
,,21.0,,"(-230.6, 39.0, 22.7)",,"(-0.8, -3.2, 0.0)",,3.3,,7624.8,,1998.7,
,,22.0,,"(-229.9, 35.1, 22.7)",,"(0.8, -3.9, 0.0)",,4.0,,9061.1,,2345.0,
,,23.0,,"(-234.3, 37.0, 22.7)",,"(-4.4, 1.9, 0.0)",,4.8,,7759.1,,2020.8,
"24_(180, 30, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-284.6, 43.1, 68.2)",,,,,,6896.8,,1916.1,
,,1.0,,"(-291.0, 41.3, 72.0)",,"(-6.4, -1.7, 3.8)",,7.6,,5778.7,,1636.4,
,,2.0,,"(-294.6, 43.5, 75.8)",,"(-3.6, 2.2, 3.8)",,5.6,,6970.2,,1860.4,
,,3.0,,"(-301.6, 36.1, 79.5)",,"(-7.0, -7.4, 3.8)",,10.9,,5804.4,,1701.0,
,,4.0,,"(-308.5, 27.4, 83.3)",,"(-6.9, -8.7, 3.8)",,11.7,,5841.6,,1793.9,
,,5.0,,"(-301.0, 39.8, 75.8)",,"(7.4, 12.3, -7.6)",,16.3,,3702.6,,1492.3,
,,6.0,,"(-304.3, 42.2, 75.8)",,"(-3.3, 2.4, 0.0)",,4.1,,-34515.7,,1992.7,
,,7.0,,"(-302.3, 42.6, 75.8)",,"(2.1, 0.4, 0.0)",,2.1,,5205.8,,1705.9,
,,8.0,,"(-307.6, 39.7, 72.0)",,"(-5.3, -2.8, -3.8)",,7.1,,6611.1,,1930.0,
,,9.0,,"(-310.8, 40.1, 75.8)",,"(-3.2, 0.4, 3.8)",,5.0,,5995.4,,1835.4,
,,10.0,,"(-311.0, 39.4, 75.8)",,"(-0.2, -0.7, 0.0)",,0.7,,5110.7,,1682.2,
,,11.0,,"(-314.5, 36.2, 75.8)",,"(-3.5, -3.3, 0.0)",,4.8,,4912.7,,1625.5,
,,12.0,,"(-317.5, 40.8, 75.8)",,"(-3.0, 4.6, 0.0)",,5.5,,4897.9,,1709.4,
,,13.0,,"(-322.6, 36.2, 83.3)",,"(-5.1, -4.5, 7.6)",,10.2,,5682.1,,1724.5,
,,14.0,,"(-326.0, 30.9, 83.3)",,"(-3.4, -5.3, 0.0)",,6.3,,7700.5,,2153.4,
,,15.0,,"(-328.4, 27.7, 83.3)",,"(-2.4, -3.2, 0.0)",,4.0,,6637.4,,1980.9,
,,16.0,,"(-329.0, 30.0, 83.3)",,"(-0.5, 2.3, 0.0)",,2.3,,7890.1,,2211.9,
,,17.0,,"(-330.5, 31.8, 83.3)",,"(-1.5, 1.8, 0.0)",,2.4,,8940.5,,2400.2,
,,18.0,,"(-330.6, 33.0, 83.3)",,"(-0.1, 1.2, 0.0)",,1.2,,7603.7,,2124.1,
,,19.0,,"(-337.4, 27.8, 83.3)",,"(-6.9, -5.2, 0.0)",,8.6,,8877.3,,2292.7,
,,20.0,,"(-337.3, 28.7, 75.8)",,"(0.1, 0.9, -7.6)",,7.6,,10524.6,,2602.2,
,,21.0,,"(-341.8, 29.8, 79.5)",,"(-4.5, 1.1, 3.8)",,6.0,,8467.4,,2147.8,
,,22.0,,"(-344.1, 32.5, 79.5)",,"(-2.3, 2.7, 0.0)",,3.5,,5896.0,,1727.5,
,,23.0,,"(-348.6, 33.4, 75.8)",,"(-4.5, 0.9, -3.8)",,6.0,,6494.3,,1830.9,
"25_(180, 30, 255)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-253.7, 38.0, 68.2)",,,,,,5748.5,,1739.7,
,,1.0,,"(-259.5, 39.3, 68.2)",,"(-5.8, 1.3, 0.0)",,5.9,,4960.3,,1609.3,
,,2.0,,"(-262.4, 42.2, 68.2)",,"(-2.8, 2.9, 0.0)",,4.1,,5618.5,,1776.9,
,,3.0,,"(-263.8, 38.4, 72.0)",,"(-1.4, -3.8, 3.8)",,5.5,,3520.1,,1278.5,
,,4.0,,"(-266.1, 30.5, 72.0)",,"(-2.3, -7.9, 0.0)",,8.2,,3166.0,,1203.0,
,,5.0,,"(-268.6, 39.1, 72.0)",,"(-2.5, 8.6, 0.0)",,9.0,,3186.7,,1221.5,
,,6.0,,"(-272.5, 40.0, 72.0)",,"(-3.9, 0.9, 0.0)",,4.0,,4280.9,,1506.3,
,,7.0,,"(-268.8, 32.1, 75.8)",,"(3.8, -8.0, 3.8)",,9.6,,5519.7,,1978.6,
,,8.0,,"(-271.9, 33.0, 79.5)",,"(-3.1, 0.9, 3.8)",,5.0,,3563.4,,1369.6,
,,9.0,,"(-272.0, 31.6, 79.5)",,"(-0.2, -1.3, 0.0)",,1.4,,3474.2,,1342.4,
,,10.0,,"(-274.0, 16.5, 79.5)",,"(-2.0, -15.1, 0.0)",,15.3,,5331.0,,1732.9,
,,11.0,,"(-276.8, 8.5, 79.5)",,"(-2.8, -8.0, 0.0)",,8.5,,4196.1,,1428.3,
,,12.0,,"(-280.9, 7.7, 75.8)",,"(-4.1, -0.8, -3.8)",,5.6,,4555.2,,1576.0,
,,13.0,,"(-282.9, 4.3, 75.8)",,"(-2.0, -3.4, 0.0)",,3.9,,4527.3,,1590.0,
,,14.0,,"(-282.8, -0.9, 68.2)",,"(0.1, -5.2, -7.6)",,9.2,,4787.7,,1617.8,
,,15.0,,"(-284.2, -2.0, 68.2)",,"(-1.4, -1.1, 0.0)",,1.8,,4400.2,,1484.7,
,,16.0,,"(-285.2, -0.3, 68.2)",,"(-1.0, 1.7, 0.0)",,1.9,,3853.5,,1367.3,
,,17.0,,"(-287.2, 1.4, 75.8)",,"(-1.9, 1.7, 7.6)",,8.0,,5220.2,,1699.1,
,,18.0,,"(-291.3, -4.6, 68.2)",,"(-4.2, -6.0, -7.6)",,10.5,,5055.2,,1661.3,
,,19.0,,"(-294.7, -4.5, 68.2)",,"(-3.4, 0.1, 0.0)",,3.4,,4867.8,,1492.6,
,,20.0,,"(-299.1, -5.4, 60.6)",,"(-4.4, -0.8, -7.6)",,8.8,,4624.4,,1441.5,
,,21.0,,"(-297.7, 0.4, 60.6)",,"(1.4, 5.8, 0.0)",,5.9,,6164.2,,1828.2,
,,22.0,,"(-300.9, 5.1, 56.8)",,"(-3.3, 4.7, -3.8)",,6.9,,4908.3,,1515.9,
,,23.0,,"(-306.0, 13.2, 53.0)",,"(-5.1, 8.1, -3.8)",,10.3,,7041.5,,2091.2,
