Cell ID,,Timepoint, ,Position,  ,Displacement Vector,   ,Distance Traveled,    ,Volume,     ,Surface Area,      
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,"(-174.3, -7.0, 64.4)",,,,,,2036.0,,868.6,
,,29.0,,"(-173.5, -22.5, 60.6)",,"(0.8, -15.4, -3.8)",,15.9,,4195.9,,1474.1,
,,30.0,,,,,,,,,,,
"32_(200, 0, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,"(-175.0, 17.5, 72.0)",,,,,,2332.2,,945.8,
"33_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-151.3, 19.2, 7.6)",,,,,,8524.4,,2363.2,
,,1.0,,"(-157.7, 22.6, 7.6)",,"(-6.4, 3.4, 0.0)",,7.3,,10269.3,,2748.4,
,,2.0,,"(-155.7, 22.1, 7.6)",,"(2.0, -0.5, 0.0)",,2.0,,6075.7,,2075.6,
,,3.0,,"(-158.5, 27.6, 15.2)",,"(-2.7, 5.5, 7.6)",,9.8,,6819.3,,2293.3,
,,4.0,,"(-163.1, 27.5, 15.2)",,"(-4.7, -0.1, 0.0)",,4.7,,6690.7,,2166.6,
,,5.0,,"(-157.9, 22.5, 22.7)",,"(5.2, -5.0, 7.6)",,10.5,,5807.4,,1739.7,
,,6.0,,"(-157.5, 3.0, 34.1)",,"(0.4, -19.5, 11.4)",,22.6,,3095.6,,1134.8,
,,7.0,,"(-152.8, -19.0, 26.5)",,"(4.7, -22.0, -7.6)",,23.7,,1773.2,,765.5,
,,8.0,,"(-149.5, -36.1, 18.9)",,"(3.2, -17.1, -7.6)",,19.0,,2599.4,,1005.7,
,,9.0,,"(-149.9, -30.5, 15.2)",,"(-0.3, 5.6, -3.8)",,6.8,,3424.1,,1294.6,
,,10.0,,"(-156.7, -38.4, 18.9)",,"(-6.8, -7.9, 3.8)",,11.1,,3358.3,,1262.0,
,,11.0,,"(-152.2, -36.1, 22.7)",,"(4.5, 2.3, 3.8)",,6.3,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"34_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-174.9, 51.4, 75.8)",,,,,,4177.6,,1482.5,
,,1.0,,"(-176.2, 51.3, 68.2)",,"(-1.2, -0.1, -7.6)",,7.7,,4186.4,,1416.6,
,,2.0,,"(-172.3, 56.6, 68.2)",,"(3.8, 5.3, 0.0)",,6.6,,4486.7,,1526.9,
,,3.0,,"(-173.4, 53.4, 68.2)",,"(-1.1, -3.2, 0.0)",,3.4,,5126.3,,1703.2,
,,4.0,,"(-172.3, 63.1, 68.2)",,"(1.1, 9.8, 0.0)",,9.8,,6253.3,,1934.4,
,,5.0,,"(-168.9, 70.0, 64.4)",,"(3.4, 6.8, -3.8)",,8.5,,5637.1,,1890.9,
,,6.0,,"(-173.1, 65.9, 68.2)",,"(-4.2, -4.1, 3.8)",,7.0,,4213.8,,1625.6,
,,7.0,,"(-173.9, 58.5, 68.2)",,"(-0.8, -7.4, 0.0)",,7.4,,4907.4,,1649.9,
,,8.0,,"(-176.8, 53.6, 60.6)",,"(-2.9, -4.9, -7.6)",,9.5,,6144.7,,1963.3,
,,9.0,,"(-175.2, 62.4, 60.6)",,"(1.7, 8.8, 0.0)",,9.0,,4385.7,,1524.2,
,,10.0,,"(-176.1, 50.6, 60.6)",,"(-0.9, -11.8, 0.0)",,11.8,,3387.5,,1173.7,
,,11.0,,"(-176.4, 55.5, 56.8)",,"(-0.3, 4.9, -3.8)",,6.2,,1542.1,,667.7,
,,12.0,,"(-171.9, 63.8, 56.8)",,"(4.5, 8.3, 0.0)",,9.4,,2535.6,,992.8,
,,13.0,,"(-177.0, 61.9, 56.8)",,"(-5.1, -1.9, 0.0)",,5.4,,3495.1,,1300.3,
,,14.0,,"(-177.5, 62.0, 56.8)",,"(-0.5, 0.1, 0.0)",,0.6,,2981.1,,1130.1,
,,15.0,,"(-176.3, 64.4, 49.2)",,"(1.3, 2.4, -7.6)",,8.1,,3040.9,,1154.5,
,,16.0,,"(-173.0, 63.1, 45.5)",,"(3.3, -1.3, -3.8)",,5.2,,3168.5,,1165.3,
,,17.0,,"(-173.7, 68.2, 45.5)",,"(-0.7, 5.1, 0.0)",,5.2,,3809.4,,1416.4,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"35_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,"(-165.6, 24.3, 18.9)",,,,,,1872.1,,781.5,
,,8.0,,"(-164.0, 33.2, 11.4)",,"(1.6, 8.9, -7.6)",,11.8,,2841.0,,1103.0,
,,9.0,,"(-165.3, 43.5, 18.9)",,"(-1.3, 10.3, 7.6)",,12.8,,2750.2,,1138.7,
,,10.0,,"(-161.6, 26.6, 11.4)",,"(3.6, -16.8, -7.6)",,18.8,,3286.8,,1237.7,
,,11.0,,"(-164.0, 21.3, 11.4)",,"(-2.4, -5.4, 0.0)",,5.9,,3146.1,,1190.4,
,,12.0,,"(-159.7, 23.2, 11.4)",,"(4.3, 2.0, 0.0)",,4.8,,3432.2,,1305.7,
,,13.0,,"(-163.7, 10.3, 11.4)",,"(-4.0, -12.9, 0.0)",,13.5,,3361.6,,1342.2,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"36_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,"(-154.4, -28.1, 15.2)",,,,,,4876.2,,1648.3,
,,12.0,,"(-153.1, -22.7, 11.4)",,"(1.4, 5.4, -3.8)",,6.7,,2545.0,,1124.2,
,,13.0,,"(-155.9, -25.8, 15.2)",,"(-2.9, -3.1, 3.8)",,5.7,,4176.6,,1491.1,
,,14.0,,"(-157.6, -8.0, 11.4)",,"(-1.7, 17.8, -3.8)",,18.3,,3509.3,,1334.8,
,,15.0,,"(-160.7, -3.3, 11.4)",,"(-3.1, 4.8, 0.0)",,5.7,,3728.2,,1340.0,
,,16.0,,"(-160.9, -11.6, 11.4)",,"(-0.2, -8.3, 0.0)",,8.3,,3593.2,,1296.3,
,,17.0,,"(-165.3, -14.5, 15.2)",,"(-4.4, -2.9, 3.8)",,6.5,,4749.0,,1591.1,
,,18.0,,"(-165.0, -31.0, 18.9)",,"(0.3, -16.5, 3.8)",,17.0,,3488.2,,1254.6,
,,19.0,,"(-164.3, -30.4, 18.9)",,"(0.7, 0.6, 0.0)",,0.9,,3412.1,,1220.1,
,,20.0,,"(-164.3, -21.5, 15.2)",,"(-0.1, 8.9, -3.8)",,9.6,,3957.3,,1433.8,
,,21.0,,"(-161.7, -30.1, 22.7)",,"(2.6, -8.6, 7.6)",,11.8,,3844.8,,1427.9,
,,22.0,,"(-162.7, -29.9, 22.7)",,"(-1.1, 0.2, 0.0)",,1.1,,3882.4,,1448.3,
,,23.0,,"(-163.5, -35.5, 22.7)",,"(-0.7, -5.6, 0.0)",,5.7,,3605.8,,1384.4,
,,24.0,,"(-168.7, -5.9, 15.2)",,"(-5.2, 29.6, -7.6)",,31.0,,5374.9,,1756.4,
,,25.0,,"(-163.8, -21.5, 15.2)",,"(4.9, -15.6, 0.0)",,16.3,,3816.7,,1385.2,
,,26.0,,"(-165.4, -26.2, 22.7)",,"(-1.6, -4.7, 7.6)",,9.1,,4073.9,,1536.7,
,,27.0,,"(-165.6, -19.6, 18.9)",,"(-0.2, 6.7, -3.8)",,7.7,,3928.4,,1442.5,
,,28.0,,"(-167.0, -10.2, 15.2)",,"(-1.4, 9.4, -3.8)",,10.2,,4710.5,,1743.0,
,,29.0,,"(-161.7, -14.5, 15.2)",,"(5.3, -4.3, 0.0)",,6.8,,6005.5,,1814.8,
,,30.0,,"(-164.1, -27.0, 22.7)",,"(-2.3, -12.5, 7.6)",,14.8,,4217.5,,1639.4,
"38_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,"(-164.7, 26.4, 79.5)",,,,,,1220.5,,587.9,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"39_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,"(-173.8, 44.4, 72.0)",,,,,,2046.5,,920.3,
,,13.0,,"(-177.2, 42.8, 72.0)",,"(-3.4, -1.6, 0.0)",,3.8,,2877.3,,1072.4,
,,14.0,,"(-176.8, 52.2, 72.0)",,"(0.5, 9.3, 0.0)",,9.3,,2685.1,,1059.0,
,,15.0,,"(-174.3, 59.2, 72.0)",,"(2.4, 7.0, 0.0)",,7.5,,2146.3,,952.1,
,,16.0,,"(-173.7, 59.8, 72.0)",,"(0.6, 0.6, 0.0)",,0.9,,2600.7,,1048.0,
,,17.0,,"(-170.6, 63.7, 75.8)",,"(3.1, 3.9, 3.8)",,6.2,,3825.9,,1401.5,
,,18.0,,"(-176.4, 59.0, 64.4)",,"(-5.8, -4.7, -11.4)",,13.6,,7718.9,,2652.0,
,,19.0,,"(-173.0, 58.5, 56.8)",,"(3.4, -0.5, -7.6)",,8.3,,6760.1,,2508.9,
,,20.0,,"(-173.1, 72.3, 64.4)",,"(-0.1, 13.8, 7.6)",,15.8,,2174.8,,938.3,
,,21.0,,"(-172.6, 68.6, 72.0)",,"(0.5, -3.7, 7.6)",,8.5,,2505.9,,1024.5,
,,22.0,,"(-172.9, 67.7, 75.8)",,"(-0.3, -0.9, 3.8)",,3.9,,2885.3,,1138.0,
,,23.0,,"(-175.9, 63.3, 72.0)",,"(-3.0, -4.4, -3.8)",,6.5,,3200.2,,1184.7,
,,24.0,,"(-174.2, 67.2, 68.2)",,"(1.7, 4.0, -3.8)",,5.7,,3464.4,,1284.7,
,,25.0,,"(-179.4, 65.0, 64.4)",,"(-5.2, -2.2, -3.8)",,6.8,,3447.2,,1327.4,
,,26.0,,"(-183.3, 67.5, 64.4)",,"(-3.9, 2.5, 0.0)",,4.6,,3119.9,,1103.1,
,,27.0,,"(-178.3, 71.4, 68.2)",,"(5.0, 3.9, 3.8)",,7.4,,2982.5,,1109.1,
,,28.0,,"(-176.8, 72.9, 60.6)",,"(1.5, 1.5, -7.6)",,7.9,,3982.2,,1382.8,
,,29.0,,"(-178.2, 71.8, 60.6)",,"(-1.4, -1.1, 0.0)",,1.8,,3899.1,,1345.8,
,,30.0,,"(-173.6, 79.4, 56.8)",,"(4.7, 7.6, -3.8)",,9.7,,3987.3,,1428.2,
"40_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,"(-150.7, -42.1, 22.7)",,,,,,2994.5,,1353.2,
,,15.0,,"(-154.3, -49.6, 30.3)",,"(-3.6, -7.5, 7.6)",,11.3,,3795.3,,1391.8,
,,16.0,,"(-156.4, -49.0, 37.9)",,"(-2.1, 0.6, 7.6)",,7.9,,3642.9,,1449.0,
,,17.0,,"(-161.7, -51.6, 45.5)",,"(-5.2, -2.7, 7.6)",,9.6,,4656.4,,1576.1,
,,18.0,,"(-159.9, -58.9, 45.5)",,"(1.8, -7.3, 0.0)",,7.5,,3825.8,,1384.9,
,,19.0,,"(-159.2, -57.4, 45.5)",,"(0.6, 1.5, 0.0)",,1.7,,4842.3,,1615.3,
,,20.0,,"(-160.4, -57.1, 45.5)",,"(-1.2, 0.3, 0.0)",,1.2,,4217.4,,1556.2,
,,21.0,,"(-155.9, -59.1, 53.0)",,"(4.5, -2.1, 7.6)",,9.0,,3704.9,,1396.5,
,,22.0,,"(-161.3, -54.6, 53.0)",,"(-5.4, 4.6, 0.0)",,7.1,,4309.0,,1645.2,
,,23.0,,"(-163.2, -55.2, 53.0)",,"(-1.8, -0.6, 0.0)",,1.9,,3807.3,,1441.3,
,,24.0,,"(-169.2, -51.3, 53.0)",,"(-6.0, 3.9, 0.0)",,7.2,,3844.6,,1406.8,
,,25.0,,"(-165.7, -55.7, 56.8)",,"(3.5, -4.4, 3.8)",,6.8,,4233.4,,1590.5,
,,26.0,,"(-171.9, -53.2, 60.6)",,"(-6.3, 2.5, 3.8)",,7.7,,3467.7,,1355.0,
,,27.0,,"(-170.4, -45.1, 75.8)",,"(1.6, 8.1, 15.2)",,17.2,,3654.9,,1467.1,
,,28.0,,"(-174.8, -36.1, 75.8)",,"(-4.4, 9.1, 0.0)",,10.1,,3995.0,,1484.5,
,,29.0,,"(-172.6, -38.0, 79.5)",,"(2.2, -2.0, 3.8)",,4.8,,4254.3,,1598.7,
,,30.0,,"(-173.8, -26.3, 83.3)",,"(-1.2, 11.8, 3.8)",,12.4,,4744.8,,1804.0,
"41_(0, 100, 0)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,"(-173.4, 66.7, 41.7)",,,,,,2632.1,,1038.4,
,,21.0,,"(-174.1, 70.9, 45.5)",,"(-0.7, 4.3, 3.8)",,5.7,,4272.6,,1430.6,
,,22.0,,"(-171.0, 68.2, 45.5)",,"(3.1, -2.7, 0.0)",,4.1,,3707.9,,1385.4,
,,23.0,,"(-178.1, 65.5, 45.5)",,"(-7.1, -2.7, 0.0)",,7.6,,3490.4,,1244.5,
,,24.0,,"(-178.7, 61.2, 41.7)",,"(-0.7, -4.3, -3.8)",,5.8,,3021.7,,1142.6,
,,25.0,,"(-179.3, 61.7, 37.9)",,"(-0.6, 0.5, -3.8)",,3.9,,3877.4,,1360.7,
,,26.0,,"(-181.1, 66.3, 37.9)",,"(-1.8, 4.7, 0.0)",,5.0,,3744.1,,1311.6,
,,27.0,,"(-181.9, 51.7, 26.5)",,"(-0.8, -14.6, -11.4)",,18.5,,2536.5,,1174.3,
,,28.0,,"(-180.0, 54.8, 22.7)",,"(1.9, 3.0, -3.8)",,5.2,,4624.6,,1569.3,
,,29.0,,"(-179.2, 45.1, 22.7)",,"(0.8, -9.7, 0.0)",,9.7,,4875.8,,1645.1,
,,30.0,,"(-182.3, 46.6, 22.7)",,"(-3.1, 1.5, 0.0)",,3.5,,4215.4,,1515.8,
"42_(150, 50, 50)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-181.8, 50.3, 45.5)",,,,,,5324.1,,1719.9,
,,1.0,,"(-185.8, 44.0, 45.5)",,"(-4.0, -6.4, 0.0)",,7.5,,5245.1,,1623.8,
,,2.0,,"(-183.4, 51.0, 49.2)",,"(2.3, 7.1, 3.8)",,8.4,,6704.4,,1953.3,
,,3.0,,"(-185.9, 53.2, 45.5)",,"(-2.4, 2.2, -3.8)",,5.0,,5739.1,,1754.8,
,,4.0,,"(-183.7, 64.7, 53.0)",,"(2.2, 11.5, 7.6)",,13.9,,6124.5,,1829.8,
,,5.0,,"(-180.7, 72.8, 49.2)",,"(3.0, 8.1, -3.8)",,9.5,,6211.0,,1884.2,
,,6.0,,"(-184.0, 72.6, 49.2)",,"(-3.2, -0.2, 0.0)",,3.2,,6843.8,,2040.5,
,,7.0,,"(-184.6, 64.2, 49.2)",,"(-0.6, -8.4, 0.0)",,8.4,,5385.8,,1720.4,
,,8.0,,"(-191.3, 48.9, 45.5)",,"(-6.7, -15.3, -3.8)",,17.1,,6211.0,,1816.1,
,,9.0,,"(-185.6, 57.1, 45.5)",,"(5.7, 8.2, 0.0)",,9.9,,6425.3,,1828.4,
,,10.0,,"(-184.4, 59.5, 37.9)",,"(1.2, 2.4, -7.6)",,8.0,,5817.4,,1714.8,
,,11.0,,"(-184.8, 57.2, 37.9)",,"(-0.4, -2.4, 0.0)",,2.4,,4607.7,,1633.7,
,,12.0,,"(-188.0, 60.0, 37.9)",,"(-3.1, 2.8, 0.0)",,4.2,,5340.5,,1624.2,
,,13.0,,"(-192.1, 55.4, 45.5)",,"(-4.1, -4.6, 7.6)",,9.8,,,,,
,,14.0,,"(-187.5, 62.2, 37.9)",,"(4.6, 6.8, -7.6)",,11.2,,5166.9,,1543.2,
,,15.0,,"(-193.2, 58.8, 37.9)",,"(-5.7, -3.4, 0.0)",,6.6,,5888.3,,1730.0,
,,16.0,,"(-192.9, 56.1, 37.9)",,"(0.2, -2.7, 0.0)",,2.7,,5403.9,,1628.8,
,,17.0,,"(-196.5, 53.4, 37.9)",,"(-3.6, -2.7, 0.0)",,4.5,,5180.8,,1657.6,
,,18.0,,"(-199.1, 44.0, 34.1)",,"(-2.5, -9.3, -3.8)",,10.4,,6125.8,,1861.9,
,,19.0,,"(-195.7, 33.2, 22.7)",,"(3.3, -10.8, -11.4)",,16.0,,5265.7,,1700.9,
,,20.0,,"(-198.1, 45.6, 30.3)",,"(-2.4, 12.3, 7.6)",,14.7,,5017.8,,1563.8,
,,21.0,,"(-199.6, 45.2, 30.3)",,"(-1.6, -0.4, 0.0)",,1.6,,5587.6,,1657.6,
,,22.0,,"(-198.0, 48.6, 37.9)",,"(1.7, 3.5, 7.6)",,8.5,,6466.8,,1974.2,
,,23.0,,"(-204.3, 45.8, 37.9)",,"(-6.3, -2.8, 0.0)",,6.9,,5239.9,,1674.7,
,,24.0,,"(-205.3, 56.7, 37.9)",,"(-1.0, 10.9, 0.0)",,10.9,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"43_(150, 50, 50)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,"(-141.2, -31.1, 15.2)",,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"44_(150, 50, 50)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,"(-189.8, 52.8, 30.3)",,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,,,,,,,,,,
"45_(150, 50, 50)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,"(-207.3, 59.3, 53.0)",,,,,,,,,
,,25.0,,"(-210.7, 56.0, 45.5)",,"(-3.4, -3.4, -7.6)",,9.0,,6238.0,,1757.1,
,,26.0,,"(-217.2, 61.7, 45.5)",,"(-6.5, 5.8, 0.0)",,8.7,,5817.9,,1656.4,
,,27.0,,"(-216.9, 61.0, 45.5)",,"(0.4, -0.7, 0.0)",,0.8,,6674.4,,1848.6,
,,28.0,,"(-212.9, 60.5, 45.5)",,"(4.0, -0.5, 0.0)",,4.0,,5867.4,,1722.4,
,,29.0,,"(-216.8, 49.5, 45.5)",,"(-3.9, -11.1, 0.0)",,11.7,,5217.9,,1660.5,
,,30.0,,"(-218.3, 51.8, 53.0)",,"(-1.5, 2.3, 7.6)",,8.1,,6335.2,,1828.6,
"46_(255, 200, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,"(-153.4, -54.5, 68.2)",,,,,,5784.6,,1857.4,
,,1.0,,"(-155.7, -54.6, 68.2)",,"(-2.3, -0.0, 0.0)",,2.3,,5666.3,,1852.4,
,,2.0,,"(-151.3, -57.6, 64.4)",,"(4.3, -3.1, -3.8)",,6.5,,4573.1,,1637.8,
